"demo", "demo", 1268425875, 61714, 38.4465157985687, -121.857991218567, 0, 106, 224.470588235294, 19, "", 0, "Dixon, CA", "", "", 0, 1049.17509440264, 0, "", 1275153794, "", "Dixon", "", "", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268426494, 61714, 38.3225226402283, -122.025940418243, 0, 105, 213.176470588235, 81, "", 0, "Vacaville, CA", "", "", 0, 1069.28747709049, 0, "", 1275153794, "", "Vacaville", "", "", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268425565, 61714, 38.5152125358582, -121.775336265564, 0, 105, 220.235294117647, 10, "", 0, "Dixon, CA 95620", "", "", 0, 1038.68155475077, 0, "", 1275153794, "", "Dixon", "", "95620", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268427104, 61714, 38.1903648376465, -122.169578075409, 0, 106, 220.235294117647, 95, "", 0, "I-80, Fairfield, CA", "", "", 0, 1088.98206783849, 0, "", 1275153794, "", "Fairfield", "", "", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268426186, 61714, 38.3820140361786, -121.942534446716, 0, 103, 228.705882352941, 25, "", 0, "I-80, Vacaville, CA", "", "", 0, 1059.45603859844, 0, "", 1275153794, "", "Vacaville", "", "", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268426803, 61714, 38.2445669174194, -122.081966400146, 0, 106, 241.411764705882, 8, "", 0, "Magellan Rd, Fairfield, CA 94533", "", "", 0, 1079.23999210671, 0, "", 1275153794, "", "Fairfield", "", "94533", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268427719, 61714, 38.0387341976166, -122.247297763824, 0, 105, 225.882352941176, 59, "", 0, "Eastshore Fwy, Rodeo, CA", "", "", 0, 1107.57767446571, 0, "", 1275153794, "", "Rodeo", "", "", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268428028, 61714, 37.9755628108978, -122.318708896637, 0, 106, 194.823529411765, 71, "", 0, "Richmond, CA", "", "", 0, 1116.98442797196, 0, "", 1275153794, "", "Richmond", "", "", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268428334, 61714, 37.8972637653351, -122.309074401855, 0, 103, 162.352941176471, 5, "", 0, "431 Cleveland Ave, Albany, CA 94706", "", "", 0, 1125.73179955402, 0, "", 1275153794, "", "Albany", "", "94706", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
"demo", "demo", 1268427412, 61714, 38.1188786029816, -122.23034620285, 0, 104, 176.470588235294, 34, "", 0, "I-80, Vallejo, CA", "", "", 0, 1098.54333696749, 0, "", 1275153794, "", "Vallejo", "", "", "", "US/CA", 0, 0, 0, 0, 0, \N, \N, \N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, "", "", "", "", "", "", ""
